"time_period","time_identifier","geographic_level","country_code","country_name","academic_year","YAG","qualification_level","sex","CAH2_code","CAH2_subject","CAH3_code","CAH3_subject","grads","grads_uk","unmatched_percent","overseas_percent","matched","activity_not_captured","no_sust_dest","sust_emp_only","sust_emp_with_or_without_fs","sust_emp_fs_or_both","fs_with_or_without_sust_emp","earnings_include","earnings_LQ","earnings_median","earnings_UQ"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Total","CAH25-01","Creative arts and design","CAH25-01-03","Design studies",1085,1020,"6.7","6","950","13.8","7.1","73.6","78","79.1","5.5","630","13100","25600","41200"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH03-01","Biosciences","CAH03-01-03","Ecology and environmental biology",450,420,"2.3","6.1","410","11.5","2.4","79.6","85.1","86.1","6.5","310","17900","26600","33900"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",755,730,"5.7","3.6","690","14.1","4.3","71.6","80.5","81.6","9.9","455","22300","35000","43800"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",3725,3675,"2.2","1.4","3595","4.3","2.4","74.8","92.4","93.3","18.5","2640","23800","32600","39900"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH11-01","Computing","CAH11-01-01","Computer science",7130,6865,"2.2","3.7","6715","10.3","4.8","82.8","84.7","85","2.1","5375","22600","35400","50700"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Total","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",22210,21830,"1.1","1.7","21580","2.4","3.6","88.3","93.4","94","5.7","18880","27100","28200","32900"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-02","Adult nursing",1305,1275,"7.5","2.3","1180","6.4","2","73.4","90.3","91.6","18.2","830","19300","28500","35000"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","First-degree","Total","CAH04-01","Psychology","CAH04-01-01","Psychology (non-specific)",12640,12485,"0.4","1.2","12440","2.6","6.3","50.8","81.4","91.1","40.3","6175","13500","18200","22300"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-05","Human resource management",1855,1800,"3","2.9","1750","5.3","3.5","85.9","90.2","91.2","5.2","1465","32500","44900","61000"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","First-degree","Total","CAH25-02","Performing arts","CAH25-02-02","Music",5975,5920,"2.9","0.9","5750","3","9","62.9","81.7","88","25.1","3335","11300","16100","20400"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","First-degree","Total","CAH04-01","Psychology","CAH04-01-05","Others in psychology",440,430,"1.3","2.5","425","3.4","8.4","53","78.5","88.1","35.1","225","15400","20500","24900"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","First-degree","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",8600,8430,"0.3","2","8400","2.7","7.9","62.6","82.9","89.4","26.9","5185","14300","18300","22300"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-03","Marketing",645,615,"12","4.7","540","16.5","3.1","76.7","80.2","80.4","3.7","385","24800","39800","58000"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","First-degree","Total","CAH07-04","General, applied and forensic sciences","CAH07-04-02","Forensic and archaeological sciences",1310,1280,"1.6","2.2","1260","7.3","5.1","81.1","86.6","87.6","6.5","985","20800","29900","39100"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Total","CAH01-01","Medicine and dentistry","CAH01-01-04","Dentistry",875,850,"0.5","2.7","845","5.7","1.2","68.5","91.7","93.1","24.6","520","36300","51500","66800"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","First-degree","Total","CAH23-01","Combined and general studies","CAH23-01-03","Humanities (non-specific)",845,840,"6","1","790","10","7.3","54.9","74.9","82.7","27.8","390","10200","17900","27000"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 8","Total","CAH10-01","Engineering","CAH10-01-01","Engineering (non-specific)",150,140,"12","9.2","120","11.9","3.3","81.5","84.8","84.8","3.3","90","35100","46000","61700"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH04-01","Psychology","CAH04-01-05","Others in psychology",535,515,"3.2","3.3","500","7.4","4.7","78.3","86.6","87.9","9.6","375","17900","28100","38700"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 8","Total","CAH20-01","History and archaeology","CAH20-01-03","Archaeology",60,60,"5.9","4.8","55","10.8","5.4","75.7","82","83.8","8.1","40","10700","31800","36500"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 7","Total","CAH26-01","Geography, earth and environmental studies","CAH26-01-06","Earth sciences",435,415,"1.7","5.2","405","9.7","3.3","76","83.2","87","11","295","27700","35400","51500"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 8","Total","CAH04-01","Psychology","CAH04-01-04","Psychology and health",180,170,"6.3","5","160","2.3","2.5","83.9","95.2","95.2","11.3","130","20100","28800","40200"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Total","CAH17-01","Business and management","CAH17-01-08","Accounting",3165,3070,"3.4","3","2965","9.7","5.8","81.5","84","84.5","2.9","2330","24500","38100","57100"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 7","Total","CAH06-01","Agriculture, food and related studies","CAH06-01-01","Animal science",95,90,"2.2","4.2","90","4.5","3.3","74.4","90","92.2","17.8","65","17900","24800","30700"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 8","Total","CAH11-01","Computing","CAH11-01-01","Computer science",255,240,"5.5","7.4","225","15.8","1.8","79.3","82","82.4","3.1","170","34700","43100","61800"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","Level 8","Total","CAH11-01","Computing","CAH11-01-01","Computer science",255,235,"5.5","8","225","18.8","1.8","77.1","78.9","79.4","2.2","165","47200","61300","102500"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 7","Total","CAH13-01","Architecture, building and planning","CAH13-01-01","Architecture",1640,1560,"6","4.9","1465","8.9","4.3","79.8","85.8","86.8","7.1","1125","27400","36900","45300"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 7","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",1795,1760,"0.8","1.8","1745","5","5.8","68.7","86.6","89.3","20.5","1150","23700","30700","39100"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","First-degree","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-03","Social policy",1500,1485,"0.9","1.2","1470","4.4","7.7","71.8","85.5","87.9","16.1","1025","21200","28800","37600"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","Level 7","Total","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",1980,1915,"8.8","3.3","1745","8.1","2.5","80.6","89","89.4","8.8","1325","20100","33900","45300"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Total","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",2045,2030,"1.1","0.8","2005","2.6","3.8","77.5","92.4","93.6","16","1535","31500","39900","47200"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Total","CAH16-01","Law","CAH16-01-01","Law",9220,9060,"2.3","1.8","8850","3.5","5.1","79.1","88.8","91.4","12.3","6840","24500","32200","49000"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-02","Adult nursing",3990,3925,"2","1.6","3850","2.6","2.9","71.1","93.2","94.5","23.4","2685","20800","27700","33200"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",8195,8040,"0.7","1.9","7985","4.5","6.7","74.4","86.3","88.9","14.4","5805","16400","21200","26300"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH15-04","Health and social care","CAH15-04-01","Social work",5105,5055,"1","1","5005","2.9","4.4","71.8","91.3","92.8","20.9","3515","17200","24800","30300"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Total","CAH25-01","Creative arts and design","CAH25-01-03","Design studies",1030,1000,"3.8","3","960","10.5","5.6","76.2","82.7","83.8","7.7","680","19000","30300","43100"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",2215,2185,"0.9","1.2","2165","5.6","3.7","61.4","87.5","90.7","29.3","1270","20000","35100","42100"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","Level 7","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",1355,1340,"2.2","1","1315","2.4","2.9","66.5","92.3","94.7","28.2","850","29600","39200","44700"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Total","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",3480,3370,"2.1","3.2","3300","8.9","3.6","84.9","87.1","87.5","2.5","2715","34700","50700","70100"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-03","Marketing",1470,1410,"4.1","4.3","1350","8","9","78.2","81.9","83","4.8","1030","26400","32600","41000"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","First-degree","Total","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",9065,8870,"0.4","2.2","8835","2.4","5.8","60.4","85.9","91.8","31.4","5140","12800","17200","21600"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Total","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",3925,3855,"1.8","1.7","3790","5.8","2.4","75.2","90.1","91.8","16.6","2760","31000","42300","55400"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 8","Total","CAH09-01","Mathematical sciences","CAH09-01-01","Mathematics",230,210,"1.4","8.6","205","8.6","7.2","78.9","83.2","84.2","5.3","160","29200","34700","43400"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","Level 8","Total","CAH20-01","History and archaeology","CAH20-01-01","History",305,290,"3.9","4.9","280","8.3","5.8","78.6","85.6","85.9","7.3","210","13100","24800","31000"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH10-01","Engineering","CAH10-01-04","Aeronautical and aerospace engineering",1090,1050,"1.4","3.7","1035","6.3","6.3","74.8","85.3","87.4","12.6","765","25900","31400","36900"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 7","Total","CAH02-04","Nursing and midwifery","CAH02-04-05","Children's nursing",175,175,"1.2","1.7","170","6.1","1.8","65","90.9","92.1","27.1","110","30400","37700","46100"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Total","CAH01-01","Medicine and dentistry","CAH01-01-03","Medicine by specialism",325,315,"1.4","2.5","310","5.6","2.3","72.4","89","92.2","19.8","220","31800","47600","68100"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH15-03","Politics","CAH15-03-01","Politics",5180,4980,"1","3.9","4930","7.8","7.1","70.9","81.4","85.1","14.2","3390","20400","25900","32500"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-05","Human resource management",1855,1825,"3.2","1.6","1765","4.7","5","81","89.3","90.3","9.3","1405","24800","32500","43800"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Total","CAH25-01","Creative arts and design","CAH25-01-05","Others in creative arts and design",880,860,"0.9","2.1","855","7.3","7.5","81.3","84.8","85.2","4","655","14300","20500","27100"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",2130,2100,"1","1.3","2080","7.5","4.6","73.3","86.7","87.9","14.6","1450","22700","42100","54200"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 7","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",1650,1625,"2.1","1.3","1595","3.5","2.4","74.7","92.6","94.1","19.4","1165","36600","47900","55600"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Total","CAH19-01","English studies","CAH19-01-03","Literature in English",660,640,"3.5","3","620","7.1","6.1","59.9","81.7","86.8","26.8","345","19000","25900","33200"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",1355,1335,"2.5","1.6","1300","4","3.2","76.8","91.7","92.8","16","980","35900","49000","57500"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 7","Total","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",25645,25270,"1.6","1.5","24880","2.1","3.3","88","93.9","94.6","6.6","21660","24500","26300","30700"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH17-01","Business and management","CAH17-01-05","Human resource management",715,705,"1.3","1.8","695","6","6.9","73.9","85.4","87.1","13.2","500","16800","22600","28100"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","First-degree","Total","CAH02-06","Allied health","CAH02-06-02","Nutrition and dietetics",1015,995,"0.7","2.1","985","4.1","5.9","71.7","86.4","90.1","18.3","690","21900","27700","32500"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-04","Midwifery",1820,1785,"2.8","1.9","1735","4","3.5","73.2","91.7","92.5","19.2","1240","20100","27400","33200"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 7","Total","CAH10-01","Engineering","CAH10-01-07","Civil engineering",980,935,"7.3","4.4","870","12.2","4.9","77.3","82.1","82.9","5.6","635","26300","35800","47400"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 7","Total","CAH10-01","Engineering","CAH10-01-09","Chemical, process and energy engineering",245,230,"5.7","6.7","215","11","2.8","73.1","84.4","86.2","13.1","150","28100","39800","56600"
