Year,Subject group HECoS CAH1,Subject group HECoS CAH3,POLAR4 Quintile,Main scheme applicant,Main scheme application,Accepted applicants
2021,(CAH03) biological and sport sciences,(CAH03-01-05) plant sciences,Quintile 5,All,All,15
2022,(CAH03) biological and sport sciences,(CAH03-01-05) plant sciences,Quintile 5,All,All,20
2023,(CAH03) biological and sport sciences,(CAH03-01-05) plant sciences,Quintile 5,All,All,25
2024,(CAH03) biological and sport sciences,(CAH03-01-05) plant sciences,Quintile 5,All,All,20
2019,(CAH03) biological and sport sciences,(CAH03-01-06) zoology,Quintile 5,All,All,500
2020,(CAH03) biological and sport sciences,(CAH03-01-06) zoology,Quintile 5,All,All,515
2021,(CAH03) biological and sport sciences,(CAH03-01-06) zoology,Quintile 5,All,All,565
2022,(CAH03) biological and sport sciences,(CAH03-01-06) zoology,Quintile 5,All,All,515
2023,(CAH03) biological and sport sciences,(CAH03-01-06) zoology,Quintile 5,All,All,475
2024,(CAH03) biological and sport sciences,(CAH03-01-06) zoology,Quintile 5,All,All,505
2019,(CAH03) biological and sport sciences,(CAH03-01-09) hair and beauty sciences,Quintile 5,All,All,10
2020,(CAH03) biological and sport sciences,(CAH03-01-09) hair and beauty sciences,Quintile 5,All,All,10
2021,(CAH03) biological and sport sciences,(CAH03-01-09) hair and beauty sciences,Quintile 5,All,All,10
2022,(CAH03) biological and sport sciences,(CAH03-01-09) hair and beauty sciences,Quintile 5,All,All,5
2023,(CAH03) biological and sport sciences,(CAH03-01-09) hair and beauty sciences,Quintile 5,All,All,10
2024,(CAH03) biological and sport sciences,(CAH03-01-09) hair and beauty sciences,Quintile 5,All,All,5
2019,"(CAH13) architecture, building and planning",(CAH13-01-01) architecture,Quintile 5,All,All,1320
2020,"(CAH13) architecture, building and planning",(CAH13-01-01) architecture,Quintile 5,All,All,1460
2021,"(CAH13) architecture, building and planning",(CAH13-01-01) architecture,Quintile 5,All,All,1540
2022,"(CAH13) architecture, building and planning",(CAH13-01-01) architecture,Quintile 5,All,All,1570
2023,"(CAH13) architecture, building and planning",(CAH13-01-01) architecture,Quintile 5,All,All,1460
2024,"(CAH13) architecture, building and planning",(CAH13-01-01) architecture,Quintile 5,All,All,1570
2019,"(CAH13) architecture, building and planning",(CAH13-01-03) landscape design,Quintile 5,All,All,40
2020,"(CAH13) architecture, building and planning",(CAH13-01-03) landscape design,Quintile 5,All,All,45
2021,"(CAH13) architecture, building and planning",(CAH13-01-03) landscape design,Quintile 5,All,All,50
2022,"(CAH13) architecture, building and planning",(CAH13-01-03) landscape design,Quintile 5,All,All,40
2023,"(CAH13) architecture, building and planning",(CAH13-01-03) landscape design,Quintile 5,All,All,45
2024,"(CAH13) architecture, building and planning",(CAH13-01-03) landscape design,Quintile 5,All,All,45
2019,"(CAH13) architecture, building and planning",(CAH13-01-02) building,Quintile 5,All,All,1070
2020,"(CAH13) architecture, building and planning",(CAH13-01-02) building,Quintile 5,All,All,1125
2021,"(CAH13) architecture, building and planning",(CAH13-01-02) building,Quintile 5,All,All,1005
2022,"(CAH13) architecture, building and planning",(CAH13-01-02) building,Quintile 5,All,All,1465
2023,"(CAH13) architecture, building and planning",(CAH13-01-02) building,Quintile 5,All,All,1500
2024,"(CAH13) architecture, building and planning",(CAH13-01-02) building,Quintile 5,All,All,1580
2019,"(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)",Quintile 5,All,All,350
2020,"(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)",Quintile 5,All,All,350
2021,"(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)",Quintile 5,All,All,265
2022,"(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)",Quintile 5,All,All,260
2023,"(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)",Quintile 5,All,All,250
2024,"(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)",Quintile 5,All,All,255
2019,(CAH01) medicine and dentistry,(CAH01-01-03) medicine by specialism,Quintile 5,All,All,60
2020,(CAH01) medicine and dentistry,(CAH01-01-03) medicine by specialism,Quintile 5,All,All,70
2021,(CAH01) medicine and dentistry,(CAH01-01-03) medicine by specialism,Quintile 5,All,All,60
2022,(CAH01) medicine and dentistry,(CAH01-01-03) medicine by specialism,Quintile 5,All,All,70
2023,(CAH01) medicine and dentistry,(CAH01-01-03) medicine by specialism,Quintile 5,All,All,60
2024,(CAH01) medicine and dentistry,(CAH01-01-03) medicine by specialism,Quintile 5,All,All,75
2019,(CAH01) medicine and dentistry,(CAH01-01-04) dentistry,Quintile 5,All,All,545
2020,(CAH01) medicine and dentistry,(CAH01-01-04) dentistry,Quintile 5,All,All,595
2021,(CAH01) medicine and dentistry,(CAH01-01-04) dentistry,Quintile 5,All,All,545
2022,(CAH01) medicine and dentistry,(CAH01-01-04) dentistry,Quintile 5,All,All,470
2023,(CAH01) medicine and dentistry,(CAH01-01-04) dentistry,Quintile 5,All,All,520
2024,(CAH01) medicine and dentistry,(CAH01-01-04) dentistry,Quintile 5,All,All,505
2019,(CAH01) medicine and dentistry,(CAH01-01-02) medicine (non-specific),Quintile 5,All,All,3745
2020,(CAH01) medicine and dentistry,(CAH01-01-02) medicine (non-specific),Quintile 5,All,All,4080
2021,(CAH01) medicine and dentistry,(CAH01-01-02) medicine (non-specific),Quintile 5,All,All,4165
2022,(CAH01) medicine and dentistry,(CAH01-01-02) medicine (non-specific),Quintile 5,All,All,3820
2023,(CAH01) medicine and dentistry,(CAH01-01-02) medicine (non-specific),Quintile 5,All,All,3920
2024,(CAH01) medicine and dentistry,(CAH01-01-02) medicine (non-specific),Quintile 5,All,All,3980
2019,(CAH01) medicine and dentistry,(CAH01-01-01) medical sciences (non-specific),Quintile 5,All,All,100
2020,(CAH01) medicine and dentistry,(CAH01-01-01) medical sciences (non-specific),Quintile 5,All,All,130
2021,(CAH01) medicine and dentistry,(CAH01-01-01) medical sciences (non-specific),Quintile 5,All,All,130
2022,(CAH01) medicine and dentistry,(CAH01-01-01) medical sciences (non-specific),Quintile 5,All,All,110
2023,(CAH01) medicine and dentistry,(CAH01-01-01) medical sciences (non-specific),Quintile 5,All,All,100
2024,(CAH01) medicine and dentistry,(CAH01-01-01) medical sciences (non-specific),Quintile 5,All,All,130
2019,"(CAH20) historical, philosophical and religious studies",(CAH20-01-01) history,Quintile 5,All,All,3885
2020,"(CAH20) historical, philosophical and religious studies",(CAH20-01-01) history,Quintile 5,All,All,3735
2021,"(CAH20) historical, philosophical and religious studies",(CAH20-01-01) history,Quintile 5,All,All,3445
2022,"(CAH20) historical, philosophical and religious studies",(CAH20-01-01) history,Quintile 5,All,All,3415
2023,"(CAH20) historical, philosophical and religious studies",(CAH20-01-01) history,Quintile 5,All,All,3510
2024,"(CAH20) historical, philosophical and religious studies",(CAH20-01-01) history,Quintile 5,All,All,3575
2019,"(CAH20) historical, philosophical and religious studies",(CAH20-01-03) archaeology,Quintile 5,All,All,225
2020,"(CAH20) historical, philosophical and religious studies",(CAH20-01-03) archaeology,Quintile 5,All,All,240
2021,"(CAH20) historical, philosophical and religious studies",(CAH20-01-03) archaeology,Quintile 5,All,All,230
2022,"(CAH20) historical, philosophical and religious studies",(CAH20-01-03) archaeology,Quintile 5,All,All,245
2023,"(CAH20) historical, philosophical and religious studies",(CAH20-01-03) archaeology,Quintile 5,All,All,280
2024,"(CAH20) historical, philosophical and religious studies",(CAH20-01-03) archaeology,Quintile 5,All,All,290
2019,"(CAH20) historical, philosophical and religious studies",(CAH20-01-05) classics,Quintile 5,All,All,530
2020,"(CAH20) historical, philosophical and religious studies",(CAH20-01-05) classics,Quintile 5,All,All,565
2021,"(CAH20) historical, philosophical and religious studies",(CAH20-01-05) classics,Quintile 5,All,All,515
2022,"(CAH20) historical, philosophical and religious studies",(CAH20-01-05) classics,Quintile 5,All,All,535
2023,"(CAH20) historical, philosophical and religious studies",(CAH20-01-05) classics,Quintile 5,All,All,585
2024,"(CAH20) historical, philosophical and religious studies",(CAH20-01-05) classics,Quintile 5,All,All,600
2019,"(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design",Quintile 5,All,All,445
2020,"(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design",Quintile 5,All,All,440
2021,"(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design",Quintile 5,All,All,415
2022,"(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design",Quintile 5,All,All,455
2023,"(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design",Quintile 5,All,All,430
2024,"(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design",Quintile 5,All,All,400
2019,"(CAH20) historical, philosophical and religious studies",(CAH20-02-01) philosophy,Quintile 5,All,All,1250
2020,"(CAH20) historical, philosophical and religious studies",(CAH20-02-01) philosophy,Quintile 5,All,All,1310
2021,"(CAH20) historical, philosophical and religious studies",(CAH20-02-01) philosophy,Quintile 5,All,All,1365
2022,"(CAH20) historical, philosophical and religious studies",(CAH20-02-01) philosophy,Quintile 5,All,All,1410
2023,"(CAH20) historical, philosophical and religious studies",(CAH20-02-01) philosophy,Quintile 5,All,All,1390
2024,"(CAH20) historical, philosophical and religious studies",(CAH20-02-01) philosophy,Quintile 5,All,All,1315
2019,"(CAH20) historical, philosophical and religious studies",(CAH20-02-02) theology and religious studies,Quintile 5,All,All,400
2020,"(CAH20) historical, philosophical and religious studies",(CAH20-02-02) theology and religious studies,Quintile 5,All,All,375
2021,"(CAH20) historical, philosophical and religious studies",(CAH20-02-02) theology and religious studies,Quintile 5,All,All,305
2022,"(CAH20) historical, philosophical and religious studies",(CAH20-02-02) theology and religious studies,Quintile 5,All,All,265
2023,"(CAH20) historical, philosophical and religious studies",(CAH20-02-02) theology and religious studies,Quintile 5,All,All,320
2024,"(CAH20) historical, philosophical and religious studies",(CAH20-02-02) theology and religious studies,Quintile 5,All,All,345
2019,"(CAH20) historical, philosophical and religious studies",(CAH20-01-04) heritage studies,Quintile 5,All,All,5
2020,"(CAH20) historical, philosophical and religious studies",(CAH20-01-04) heritage studies,Quintile 5,All,All,10
2021,"(CAH20) historical, philosophical and religious studies",(CAH20-01-04) heritage studies,Quintile 5,All,All,15
2022,"(CAH20) historical, philosophical and religious studies",(CAH20-01-04) heritage studies,Quintile 5,All,All,20
2023,"(CAH20) historical, philosophical and religious studies",(CAH20-01-04) heritage studies,Quintile 5,All,All,10
2024,"(CAH20) historical, philosophical and religious studies",(CAH20-01-04) heritage studies,Quintile 5,All,All,10
2019,(CAH11) computing,(CAH11-01-08) others in computing,Quintile 5,All,All,255
2020,(CAH11) computing,(CAH11-01-08) others in computing,Quintile 5,All,All,255
2021,(CAH11) computing,(CAH11-01-08) others in computing,Quintile 5,All,All,230
2022,(CAH11) computing,(CAH11-01-08) others in computing,Quintile 5,All,All,225
2023,(CAH11) computing,(CAH11-01-08) others in computing,Quintile 5,All,All,225
2024,(CAH11) computing,(CAH11-01-08) others in computing,Quintile 5,All,All,250
2019,(CAH11) computing,(CAH11-01-05) artificial intelligence,Quintile 5,All,All,95
2020,(CAH11) computing,(CAH11-01-05) artificial intelligence,Quintile 5,All,All,135
2021,(CAH11) computing,(CAH11-01-05) artificial intelligence,Quintile 5,All,All,170
2022,(CAH11) computing,(CAH11-01-05) artificial intelligence,Quintile 5,All,All,160
2023,(CAH11) computing,(CAH11-01-05) artificial intelligence,Quintile 5,All,All,175
2024,(CAH11) computing,(CAH11-01-05) artificial intelligence,Quintile 5,All,All,250
2019,(CAH11) computing,(CAH11-01-07) business computing,Quintile 5,All,All,325
2020,(CAH11) computing,(CAH11-01-07) business computing,Quintile 5,All,All,290
2021,(CAH11) computing,(CAH11-01-07) business computing,Quintile 5,All,All,260
2022,(CAH11) computing,(CAH11-01-07) business computing,Quintile 5,All,All,230
2023,(CAH11) computing,(CAH11-01-07) business computing,Quintile 5,All,All,165
2024,(CAH11) computing,(CAH11-01-07) business computing,Quintile 5,All,All,160
2019,(CAH11) computing,(CAH11-01-06) computer games and animation,Quintile 5,All,All,1000
2020,(CAH11) computing,(CAH11-01-06) computer games and animation,Quintile 5,All,All,1005
2021,(CAH11) computing,(CAH11-01-06) computer games and animation,Quintile 5,All,All,1035
2022,(CAH11) computing,(CAH11-01-06) computer games and animation,Quintile 5,All,All,1290
2023,(CAH11) computing,(CAH11-01-06) computer games and animation,Quintile 5,All,All,1195
2024,(CAH11) computing,(CAH11-01-06) computer games and animation,Quintile 5,All,All,1190
2019,(CAH11) computing,(CAH11-01-01) computer science,Quintile 5,All,All,3605
2020,(CAH11) computing,(CAH11-01-01) computer science,Quintile 5,All,All,3935
2021,(CAH11) computing,(CAH11-01-01) computer science,Quintile 5,All,All,3945
2022,(CAH11) computing,(CAH11-01-01) computer science,Quintile 5,All,All,4340
2023,(CAH11) computing,(CAH11-01-01) computer science,Quintile 5,All,All,4660
2024,(CAH11) computing,(CAH11-01-01) computer science,Quintile 5,All,All,4850
2019,(CAH11) computing,(CAH11-01-02) information technology,Quintile 5,All,All,195
2020,(CAH11) computing,(CAH11-01-02) information technology,Quintile 5,All,All,185
2021,(CAH11) computing,(CAH11-01-02) information technology,Quintile 5,All,All,165
2022,(CAH11) computing,(CAH11-01-02) information technology,Quintile 5,All,All,190
2023,(CAH11) computing,(CAH11-01-02) information technology,Quintile 5,All,All,205
2024,(CAH11) computing,(CAH11-01-02) information technology,Quintile 5,All,All,165
2019,(CAH11) computing,(CAH11-01-03) information systems,Quintile 5,All,All,165
2020,(CAH11) computing,(CAH11-01-03) information systems,Quintile 5,All,All,200
2021,(CAH11) computing,(CAH11-01-03) information systems,Quintile 5,All,All,180
2022,(CAH11) computing,(CAH11-01-03) information systems,Quintile 5,All,All,170
2023,(CAH11) computing,(CAH11-01-03) information systems,Quintile 5,All,All,185
2024,(CAH11) computing,(CAH11-01-03) information systems,Quintile 5,All,All,215
2019,(CAH11) computing,(CAH11-01-04) software engineering,Quintile 5,All,All,650
2020,(CAH11) computing,(CAH11-01-04) software engineering,Quintile 5,All,All,750
2021,(CAH11) computing,(CAH11-01-04) software engineering,Quintile 5,All,All,830
2022,(CAH11) computing,(CAH11-01-04) software engineering,Quintile 5,All,All,940
2023,(CAH11) computing,(CAH11-01-04) software engineering,Quintile 5,All,All,960
2024,(CAH11) computing,(CAH11-01-04) software engineering,Quintile 5,All,All,1075
2019,"(CAH26) geography, earth and environmental studies",(CAH26-01-06) earth sciences,Quintile 5,All,All,545
